number          |    site_ID          |  site_type          |  longitude          |   latitude          | site_deployment_year          |    cell_ID          | configuration          |       band          |         BW          | cell_range_km          | cell_direction_az          | cell_capacity_Mbps          | cell_throughput_Mbps          | cell_deployment_year          | owned_transmission
27		|		s50		|		rent_tower		|		900.00000		|		-519.61524		|		1997		|		Eca1#56		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.339533816662431		|		2015		|		0
27		|		s50		|		rent_tower		|		900.00000		|		-519.61524		|		1997		|		Eca1#57		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.796824725683785		|		2015		|		0
28		|		s52		|		rent_rooftop		|		0.00000		|		1195.11506		|		1995		|		Eca1#94		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		3.011935861169821		|		2015		|		1
28		|		s52		|		rent_rooftop		|		0.00000		|		1195.11506		|		1995		|		Eca1#95		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		1.637605002748860		|		2015		|		1
28		|		s52		|		rent_rooftop		|		0.00000		|		1195.11506		|		1995		|		Eca1#96		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		20.114769494728314		|		2015		|		1
29		|		s53		|		shared_rent_rooftop		|		300.00000		|		-1039.23048		|		2009		|		Eca1#88		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		3.559020603735414		|		2015		|		1
29		|		s53		|		shared_rent_rooftop		|		300.00000		|		-1039.23048		|		2009		|		Eca1#89		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		9.977064512540334		|		2015		|		1
29		|		s53		|		shared_rent_rooftop		|		300.00000		|		-1039.23048		|		2009		|		Eca1#90		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.988360473884549		|		2015		|		1
30		|		s54		|		rent_tower		|		-825.00000		|		-584.56715		|		2002		|		Eca1#97		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		2.351848611881498		|		2015		|		0
30		|		s54		|		rent_tower		|		-825.00000		|		-584.56715		|		2002		|		Eca1#98		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		5.070050331971685		|		2015		|		0
30		|		s54		|		rent_tower		|		-825.00000		|		-584.56715		|		2002		|		Eca1#99		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.413729814864691		|		2015		|		0
31		|		s55		|		rent_rooftop		|		180.00000		|		-935.30744		|		2005		|		Eca1#49		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		2.532971191127166		|		2015		|		1
31		|		s55		|		rent_rooftop		|		180.00000		|		-935.30744		|		2005		|		Eca1#50		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.568229547326873		|		2015		|		1
31		|		s55		|		rent_rooftop		|		180.00000		|		-935.30744		|		2005		|		Eca1#51		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		5.442765666556883		|		2015		|		1
32		|		s56		|		owned_rooftop		|		-750.00000		|		0.00000		|		2004		|		Eca1#34		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		3.110469236775087		|		2015		|		1
32		|		s56		|		owned_rooftop		|		-750.00000		|		0.00000		|		2004		|		Eca1#35		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.575905287295630		|		2015		|		1
32		|		s56		|		owned_rooftop		|		-750.00000		|		0.00000		|		2004		|		Eca1#36		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		18.269725550613170		|		2015		|		1
33		|		s57		|		shared_rent_rooftop		|		-375.00000		|		-1299.03811		|		2007		|		Eca1#85		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		2.234054196309423		|		2015		|		1
33		|		s57		|		shared_rent_rooftop		|		-375.00000		|		-1299.03811		|		2007		|		Eca1#86		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		1.894775567788197		|		2015		|		1
33		|		s57		|		shared_rent_rooftop		|		-375.00000		|		-1299.03811		|		2007		|		Eca1#87		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		14.201845517269696		|		2015		|		1
34		|		s58		|		owned_rooftop		|		0.00000		|		-1299.03811		|		2007		|		Eca6#73		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		1.212436251632282		|		2016		|		0
34		|		s58		|		owned_rooftop		|		0.00000		|		-1299.03811		|		2007		|		Eca6#74		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		13.505415799009288		|		2016		|		0
34		|		s58		|		owned_rooftop		|		0.00000		|		-1299.03811		|		2007		|		Eca6#75		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		24.236249653242350		|		2016		|		0
35		|		s62		|		rent_rooftop		|		-150.00000		|		-779.42286		|		2000		|		Eca1#28		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		3.403529192947101		|		2015		|		0
35		|		s62		|		rent_rooftop		|		-150.00000		|		-779.42286		|		2000		|		Eca1#29		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		6.397330499750513		|		2015		|		0
35		|		s62		|		rent_rooftop		|		-150.00000		|		-779.42286		|		2000		|		Eca1#30		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.351052610988866		|		2015		|		0
36		|		s63		|		owned_rooftop		|		-375.00000		|		649.51905		|		2004		|		Eca6#7		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		0.334149203182610		|		2016		|		1
36		|		s63		|		owned_rooftop		|		-375.00000		|		649.51905		|		2004		|		Eca6#8		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		15.733659509699937		|		2016		|		1
36		|		s63		|		owned_rooftop		|		-375.00000		|		649.51905		|		2004		|		Eca6#9		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		11.294122874501925		|		2016		|		1
37		|		s66		|		rent_rooftop		|		-750.00000		|		-1299.03811		|		1996		|		Eca6#25		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		4.118619041142482		|		2016		|		1
37		|		s66		|		rent_rooftop		|		-750.00000		|		-1299.03811		|		1996		|		Eca6#26		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		4.132984092012503		|		2016		|		1
37		|		s66		|		rent_rooftop		|		-750.00000		|		-1299.03811		|		1996		|		Eca6#27		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		13.049329359681895		|		2016		|		1
38		|		s67		|		shared_rent_tower		|		-360.00000		|		0.00000		|		2005		|		Eca6#4		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		4.404702100973683		|		2016		|		1
38		|		s67		|		shared_rent_tower		|		-360.00000		|		0.00000		|		2005		|		Eca6#5		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		19.925652069046176		|		2016		|		1
38		|		s67		|		shared_rent_tower		|		-360.00000		|		0.00000		|		2005		|		Eca6#6		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		8.078593490070736		|		2016		|		1
39		|		s70		|		rent_rooftop		|		-150.00000		|		1299.03811		|		1995		|		Eca1#121		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		6.941568625953486		|		2015		|		1
39		|		s70		|		rent_rooftop		|		-150.00000		|		1299.03811		|		1995		|		Eca1#122		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		4.140602984802288		|		2015		|		1
39		|		s70		|		rent_rooftop		|		-150.00000		|		1299.03811		|		1995		|		Eca1#123		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		2.731277789118382		|		2015		|		1
40		|		s72		|		owned_rooftop		|		-862.50000		|		896.33629		|		1995		|		Eca1#70		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		6.062065356610604		|		2015		|		1
40		|		s72		|		owned_rooftop		|		-862.50000		|		896.33629		|		1995		|		Eca1#71		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.743299013851976		|		2015		|		1
40		|		s72		|		owned_rooftop		|		-862.50000		|		896.33629		|		1995		|		Eca1#72		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.330408680754652		|		2015		|		1
41		|		s73		|		owned_rooftop		|		1207.50000		|		-298.77876		|		1997		|		Eca1#124		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		4.992076820302203		|		2015		|		0
41		|		s73		|		owned_rooftop		|		1207.50000		|		-298.77876		|		1997		|		Eca1#125		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		3.071736942098738		|		2015		|		0
41		|		s73		|		owned_rooftop		|		1207.50000		|		-298.77876		|		1997		|		Eca1#126		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		2.945883296176456		|		2015		|		0
42		|		s76		|		shared_rent_rooftop		|		-900.00000		|		519.61524		|		2009		|		Eca1#31		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		0.501797992380487		|		2015		|		0
42		|		s76		|		shared_rent_rooftop		|		-900.00000		|		519.61524		|		2009		|		Eca1#32		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		3.332455685555676		|		2015		|		0
42		|		s76		|		shared_rent_rooftop		|		-900.00000		|		519.61524		|		2009		|		Eca1#33		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		18.381075888394637		|		2015		|		0
43		|		s78		|		rent_rooftop		|		-600.00000		|		0.00000		|		2006		|		Eca6#76		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		17.434969976785943		|		2016		|		1
43		|		s78		|		rent_rooftop		|		-600.00000		|		0.00000		|		2006		|		Eca6#77		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		38.514560466453538		|		2016		|		1
43		|		s78		|		rent_rooftop		|		-600.00000		|		0.00000		|		2006		|		Eca6#78		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		29.732164621367502		|		2016		|		1
44		|		s80		|		rent_rooftop		|		-750.00000		|		779.42286		|		2009		|		Eca1#115		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		2.381143287157949		|		2015		|		1
44		|		s80		|		rent_rooftop		|		-750.00000		|		779.42286		|		2009		|		Eca1#116		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		3.121991369586803		|		2015		|		1
44		|		s80		|		rent_rooftop		|		-750.00000		|		779.42286		|		2009		|		Eca1#117		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		3.002338504503596		|		2015		|		1
45		|		s81		|		shared_rent_rooftop		|		180.00000		|		935.30744		|		2005		|		Eca6#40		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		5.008143796906706		|		2016		|		0
45		|		s81		|		shared_rent_rooftop		|		180.00000		|		935.30744		|		2005		|		Eca6#41		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		30.685790437916552		|		2016		|		0
45		|		s81		|		shared_rent_rooftop		|		180.00000		|		935.30744		|		2005		|		Eca6#42		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		5.622481797259523		|		2016		|		0
46		|		s82		|		shared_rent_tower		|		-1200.00000		|		-1039.23048		|		2009		|		Eca6#19		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		9.149590895563950		|		2016		|		0
46		|		s82		|		shared_rent_tower		|		-1200.00000		|		-1039.23048		|		2009		|		Eca6#20		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		19.637482474082923		|		2016		|		0
46		|		s82		|		shared_rent_tower		|		-1200.00000		|		-1039.23048		|		2009		|		Eca6#21		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		2.768431172863020		|		2016		|		0
47		|		s83		|		rent_rooftop		|		-900.00000		|		311.76915		|		2005		|		Eca6#34		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		19.603209081501337		|		2016		|		0
47		|		s83		|		rent_rooftop		|		-900.00000		|		311.76915		|		2005		|		Eca6#35		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		6.485077633611746		|		2016		|		0
47		|		s83		|		rent_rooftop		|		-900.00000		|		311.76915		|		2005		|		Eca6#36		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		15.522932222756657		|		2016		|		0
48		|		s84		|		shared_rent_rooftop		|		-690.00000		|		-1195.11506		|		2005		|		Eca1#76		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		1.136624331378204		|		2015		|		0
48		|		s84		|		shared_rent_rooftop		|		-690.00000		|		-1195.11506		|		2005		|		Eca1#77		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		6.029288808135377		|		2015		|		0
48		|		s84		|		shared_rent_rooftop		|		-690.00000		|		-1195.11506		|		2005		|		Eca1#78		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.191040880115037		|		2015		|		0
49		|		s86		|		rent_rooftop		|		562.50000		|		-324.75953		|		1999		|		Eca1#127		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		2.334505024651973		|		2015		|		1
49		|		s86		|		rent_rooftop		|		562.50000		|		-324.75953		|		1999		|		Eca1#128		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.874167710801447		|		2015		|		1
49		|		s86		|		rent_rooftop		|		562.50000		|		-324.75953		|		1999		|		Eca1#129		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		3.197093929544794		|		2015		|		1
50		|		s88		|		rent_rooftop		|		172.50000		|		-298.77876		|		1997		|		Eca6#64		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		4.538986394898584		|		2016		|		1
50		|		s88		|		rent_rooftop		|		172.50000		|		-298.77876		|		1997		|		Eca6#65		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		1.015164415035972		|		2016		|		1
50		|		s88		|		rent_rooftop		|		172.50000		|		-298.77876		|		1997		|		Eca6#66		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		0.607992343327149		|		2016		|		1
51		|		s93		|		rent_rooftop		|		517.50000		|		896.33629		|		1995		|		Eca6#46		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		0.834020805110848		|		2016		|		1
51		|		s93		|		rent_rooftop		|		517.50000		|		896.33629		|		1995		|		Eca6#47		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		2.785007735882636		|		2016		|		1
51		|		s93		|		rent_rooftop		|		517.50000		|		896.33629		|		1995		|		Eca6#48		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		4.669528837068202		|		2016		|		1
52		|		s94		|		rent_rooftop		|		730.00000		|		0.00000		|		2000		|		Eca6#82		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		2.684531268420649		|		2016		|		1
52		|		s94		|		rent_rooftop		|		730.00000		|		0.00000		|		2000		|		Eca6#83		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		1.641665638360891		|		2016		|		1
52		|		s94		|		rent_rooftop		|		730.00000		|		0.00000		|		2000		|		Eca6#84		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		6.170404240619321		|		2016		|		1
53		|		s95		|		rent_rooftop		|		600.00000		|		-1039.23048		|		2001		|		Eca6#61		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		15.561146901948749		|		2016		|		1
53		|		s95		|		rent_rooftop		|		600.00000		|		-1039.23048		|		2001		|		Eca6#62		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		27.931082897444707		|		2016		|		1
