number          |    site_ID          |  site_type          |  longitude          |   latitude          | site_deployment_year          |    cell_ID          | configuration          |       band          |         BW          | cell_range_km          | cell_direction_az          | cell_capacity_Mbps          | cell_throughput_Mbps          | cell_deployment_year          | owned_transmission
53		|		s95		|		rent_rooftop		|		600.00000		|		-1039.23048		|		2001		|		Eca6#63		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		1.199069698357814		|		2016		|		1
54		|		s97		|		owned_rooftop		|		937.50000		|		-974.27858		|		2010		|		Eca6#1		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		11.848321020492461		|		2016		|		0
54		|		s97		|		owned_rooftop		|		937.50000		|		-974.27858		|		2010		|		Eca6#2		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		11.020942728838072		|		2016		|		0
54		|		s97		|		owned_rooftop		|		937.50000		|		-974.27858		|		2010		|		Eca6#3		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		1.262572665462961		|		2016		|		0
55		|		s98		|		shared_rent_rooftop		|		-300.00000		|		519.61524		|		2007		|		Eca1#37		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		1.221467340145722		|		2015		|		1
55		|		s98		|		shared_rent_rooftop		|		-300.00000		|		519.61524		|		2007		|		Eca1#38		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.480084858153613		|		2015		|		1
55		|		s98		|		shared_rent_rooftop		|		-300.00000		|		519.61524		|		2007		|		Eca1#39		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.755239297884412		|		2015		|		1
56		|		s99		|		rent_rooftop		|		-517.50000		|		-298.77876		|		1999		|		Eca6#55		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		0.715292626614836		|		2016		|		1
56		|		s99		|		rent_rooftop		|		-517.50000		|		-298.77876		|		1999		|		Eca6#56		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		3.978039359966460		|		2016		|		1
56		|		s99		|		rent_rooftop		|		-517.50000		|		-298.77876		|		1999		|		Eca6#57		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		13.059117416523200		|		2016		|		1
57		|		s100		|		rent_rooftop		|		-1380.00000		|		-1195.11506		|		1998		|		Eca1#79		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		11.119637489086513		|		2015		|		1
57		|		s100		|		rent_rooftop		|		-1380.00000		|		-1195.11506		|		1998		|		Eca1#80		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		1.000214057890621		|		2015		|		1
57		|		s100		|		rent_rooftop		|		-1380.00000		|		-1195.11506		|		1998		|		Eca1#81		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		1.851435289323064		|		2015		|		1
58		|		s101		|		shared_rent_rooftop		|		300.00000		|		1039.23048		|		2003		|		Eca1#91		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		0.288178308993123		|		2015		|		0
58		|		s101		|		shared_rent_rooftop		|		300.00000		|		1039.23048		|		2003		|		Eca1#92		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		7.125781148530215		|		2015		|		0
58		|		s101		|		shared_rent_rooftop		|		300.00000		|		1039.23048		|		2003		|		Eca1#93		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		4.150544112638933		|		2015		|		0
59		|		s102		|		rent_rooftop		|		0.00000		|		1039.23048		|		2001		|		Eca1#22		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		0.187055364523683		|		2015		|		0
59		|		s102		|		rent_rooftop		|		0.00000		|		1039.23048		|		2001		|		Eca1#23		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		3.423061281136453		|		2015		|		0
59		|		s102		|		rent_rooftop		|		0.00000		|		1039.23048		|		2001		|		Eca1#24		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		3.494308229207148		|		2015		|		0
60		|		s104		|		rent_rooftop		|		575.00000		|		995.92921		|		1997		|		Eca1#4		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		1.969261373154584		|		2015		|		0
60		|		s104		|		rent_rooftop		|		575.00000		|		995.92921		|		1997		|		Eca1#5		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		1.633120121309964		|		2015		|		0
60		|		s104		|		rent_rooftop		|		575.00000		|		995.92921		|		1997		|		Eca1#6		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		11.203693223664306		|		2015		|		0
61		|		s105		|		rent_rooftop		|		412.50000		|		-714.47096		|		1999		|		Eca1#10		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		0.096741696436052		|		2015		|		0
61		|		s105		|		rent_rooftop		|		412.50000		|		-714.47096		|		1999		|		Eca1#11		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.735137093550306		|		2015		|		0
61		|		s105		|		rent_rooftop		|		412.50000		|		-714.47096		|		1999		|		Eca1#12		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		1.110907917497882		|		2015		|		0
62		|		s108		|		rent_rooftop		|		1095.00000		|		1264.39709		|		2001		|		Eca1#52		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		8.868714800717061		|		2015		|		1
62		|		s108		|		rent_rooftop		|		1095.00000		|		1264.39709		|		2001		|		Eca1#53		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		5.754849999509865		|		2015		|		1
62		|		s108		|		rent_rooftop		|		1095.00000		|		1264.39709		|		2001		|		Eca1#54		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		3.035857504637400		|		2015		|		1
63		|		s110		|		rent_rooftop		|		-180.00000		|		-311.76915		|		2002		|		Eca6#22		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		2.546474255660544		|		2016		|		0
63		|		s110		|		rent_rooftop		|		-180.00000		|		-311.76915		|		2002		|		Eca6#23		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		14.319741466660444		|		2016		|		0
63		|		s110		|		rent_rooftop		|		-180.00000		|		-311.76915		|		2002		|		Eca6#24		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		7.784852153318449		|		2016		|		0
64		|		s111		|		rent_rooftop		|		-1170.00000		|		0.00000		|		2007		|		Eca1#100		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		0.458759282498564		|		2015		|		0
64		|		s111		|		rent_rooftop		|		-1170.00000		|		0.00000		|		2007		|		Eca1#101		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		5.509606720002368		|		2015		|		0
64		|		s111		|		rent_rooftop		|		-1170.00000		|		0.00000		|		2007		|		Eca1#102		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		3.517217096985375		|		2015		|		0
65		|		s112		|		rent_rooftop		|		150.00000		|		-259.80762		|		1996		|		Eca1#58		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		0.359615846672786		|		2015		|		1
65		|		s112		|		rent_rooftop		|		150.00000		|		-259.80762		|		1996		|		Eca1#59		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		4.815746697414415		|		2015		|		1
65		|		s112		|		rent_rooftop		|		150.00000		|		-259.80762		|		1996		|		Eca1#60		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		1.859547176890693		|		2015		|		1
66		|		s114		|		rent_rooftop		|		-871.87500		|		-302.02636		|		1996		|		Eca6#67		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		4.212228796735814		|		2016		|		1
66		|		s114		|		rent_rooftop		|		-871.87500		|		-302.02636		|		1996		|		Eca6#68		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		5.010407151452736		|		2016		|		1
66		|		s114		|		rent_rooftop		|		-871.87500		|		-302.02636		|		1996		|		Eca6#69		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		0.909594064670311		|		2016		|		1
67		|		s116		|		rent_rooftop		|		-562.50000		|		-324.75953		|		2005		|		Eca6#13		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		3.083288048688724		|		2016		|		1
67		|		s116		|		rent_rooftop		|		-562.50000		|		-324.75953		|		2005		|		Eca6#14		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		6.876893143480843		|		2016		|		1
67		|		s116		|		rent_rooftop		|		-562.50000		|		-324.75953		|		2005		|		Eca6#15		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		10.598837946530871		|		2016		|		1
68		|		s117		|		owned_rooftop		|		-510.00000		|		294.44864		|		1997		|		Eca1#19		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		1.674674907415670		|		2015		|		0
68		|		s117		|		owned_rooftop		|		-510.00000		|		294.44864		|		1997		|		Eca1#20		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		2.819330354101703		|		2015		|		0
68		|		s117		|		owned_rooftop		|		-510.00000		|		294.44864		|		1997		|		Eca1#21		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		2.488371798517708		|		2015		|		0
69		|		s118		|		rent_rooftop		|		-720.00000		|		1247.07658		|		2005		|		Eca1#82		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		5.557336166480919		|		2015		|		1
69		|		s118		|		rent_rooftop		|		-720.00000		|		1247.07658		|		2005		|		Eca1#83		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		2.384071185131564		|		2015		|		1
69		|		s118		|		rent_rooftop		|		-720.00000		|		1247.07658		|		2005		|		Eca1#84		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		4.128025718923310		|		2015		|		1
70		|		s119		|		rent_rooftop		|		-180.00000		|		-935.30744		|		1998		|		Eca6#52		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		0.621634057215358		|		2016		|		0
70		|		s119		|		rent_rooftop		|		-180.00000		|		-935.30744		|		1998		|		Eca6#53		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		39.995207787208209		|		2016		|		0
70		|		s119		|		rent_rooftop		|		-180.00000		|		-935.30744		|		1998		|		Eca6#54		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		6.575760220206229		|		2016		|		0
71		|		s121		|		rent_rooftop		|		1200.00000		|		-519.61524		|		2010		|		Eca1#106		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		4.473164231913780		|		2015		|		1
71		|		s121		|		rent_rooftop		|		1200.00000		|		-519.61524		|		2010		|		Eca1#107		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		0.720581945098549		|		2015		|		1
71		|		s121		|		rent_rooftop		|		1200.00000		|		-519.61524		|		2010		|		Eca1#108		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		4.321085449274028		|		2015		|		1
72		|		s122		|		rent_rooftop		|		-600.00000		|		1039.23048		|		1995		|		Eca6#85		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		25.459135349385331		|		2016		|		0
72		|		s122		|		rent_rooftop		|		-600.00000		|		1039.23048		|		1995		|		Eca6#86		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		0.365927911004610		|		2016		|		0
72		|		s122		|		rent_rooftop		|		-600.00000		|		1039.23048		|		1995		|		Eca6#87		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		0.390731785871878		|		2016		|		0
73		|		s123		|		rent_rooftop		|		-1201.87500		|		1003.50694		|		1998		|		Eca1#1		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		90.000		|		59.509277343750000		|		2.761895199069550		|		2015		|		1
73		|		s123		|		rent_rooftop		|		-1201.87500		|		1003.50694		|		1998		|		Eca1#2		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		210.000		|		59.509277343750000		|		13.863404472113260		|		2015		|		1
73		|		s123		|		rent_rooftop		|		-1201.87500		|		1003.50694		|		1998		|		Eca1#3		|		EUTRAN@2600+1800, LTE-A, R11, CA, 20+20 MHz, 64 QAM, 2x2 MIMO, 344 Mbps		|		2.6		1.8		|		20.000		20.000		|		0.250		|		330.000		|		59.509277343750000		|		0.366649986232306		|		2015		|		1
74		|		s124		|		shared_rent_rooftop		|		1125.00000		|		-649.51905		|		1996		|		Eca6#79		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		3.360415213422746		|		2016		|		0
74		|		s124		|		shared_rent_rooftop		|		1125.00000		|		-649.51905		|		1996		|		Eca6#80		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		26.717580521852820		|		2016		|		0
74		|		s124		|		shared_rent_rooftop		|		1125.00000		|		-649.51905		|		1996		|		Eca6#81		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		3.093874386729502		|		2016		|		0
75		|		s125		|		owned_rooftop		|		1050.00000		|		-259.80762		|		2005		|		Eca6#58		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		90.000		|		120.162963867187500		|		7.082109075820871		|		2016		|		1
75		|		s125		|		owned_rooftop		|		1050.00000		|		-259.80762		|		2005		|		Eca6#59		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		210.000		|		120.162963867187500		|		17.853671235139540		|		2016		|		1
75		|		s125		|		owned_rooftop		|		1050.00000		|		-259.80762		|		2005		|		Eca6#60		|		EUTRAN@2600+2100+1800, LTE-A, R13, CA, 20+20+20 MHz, 256 QAM, 2x2 MIMO, 690 Mbps		|		2.6		2.1		1.8		|		20.000		20.000		20.000		|		0.250		|		330.000		|		120.162963867187500		|		2.460549670319969		|		2016		|		1
